,Topic Nr,Topic,Substance,Class,Document
10803,23,023 - sensation - feeling - body,salvia divinorum,Other,"...my childhood the next thing i remember is that i am staring at my alarm clock and only four minutes had passed , i got up feeling a slight pulling effect... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=23916#:~:text=my%20childhood%20the,slight%20pulling%20effect>URL</a>)"
10843,23,023 - sensation - feeling - body,salvia divinorum,Other,sensation felt as if the mass or matter of my body was getting small . time distortion was horrific this may have been one minute but seemed longer . i turned
10904,23,023 - sensation - feeling - body,salvia divinorum,Other,"...see the big picture like my whole life i have nt been seeing then i slowly came out of it , while feeling strange tingles throughout my body and then had... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=51567#:~:text=see%20the%20big,and%20then%20had>URL</a>)"
10992,23,023 - sensation - feeling - body,salvia divinorum,Other,"...natural is the only way i can describe it . the sensation of relaxation , slowing down , a tingly feeling in my blood , and distortion of sounds the feeling... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=31985#:~:text=natural%20is%20the,sounds%20the%20feeling>URL</a>)"
11008,23,023 - sensation - feeling - body,salvia divinorum,Other,"...describe this feeling other than feeling like i was being pulled through a straw really fast . when i came out the other end of the i was in a different... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=58343#:~:text=describe%20this%20feeling,in%20a%20different>URL</a>)"
11018,23,023 - sensation - feeling - body,salvia divinorum,Other,"...unfamiliar to me . i can only describe this feeling as a sense of extreme time displacement . i was sweating incredibly . every sound . cars passing , birds chirping... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=37927#:~:text=unfamiliar%20to%20me.,passing,%20birds%20chirping>URL</a>)"
8663,23,023 - insomnia - developed - caused,sertraline,Antidepressants / antipsychotics,"...induce panic attacks along with the head rushes . cannabis became unenjoyable for a very long time after this experience . the inability to sleep on my back ever has caused... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=115608#:~:text=induce%20panic%20attacks,ever%20has%20caused>URL</a>)"
8636,23,023 - insomnia - developed - caused,venlafaxine,Antidepressants / antipsychotics,"...first i like to relate one from my my developed terrible insomnia after DATE DATE period of using methamphetamines fairly heavily . this insomnia quickly developed resistance to any treatment ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=38973#:~:text=first%20I%20like,to%20any%20treatment,>URL</a>)"
8715,23,023 - insomnia - developed - caused,venlafaxine,Antidepressants / antipsychotics,"...night before i went to sleep which caused insomnia , but i changed my dosage time and now i sleep fine . whenever i am on my meds i am perfectly... - TBS:0.825  (<a href=https://erowid.org/experiences/exp.php?ID=26293#:~:text=night%20before%20I,I%20am%20perfectly>URL</a>)"
3329,24,024 - eat - ate - food,1p-lsd,Serotonergic psychedelics,"...to take a small minute nap finally i wake up refreshed , and get some fast food for the family . the food is rubbery and tasteless , but it the... - TBS:0.598  (<a href=https://erowid.org/experiences/exp.php?ID=110716#:~:text=to%20take%20a,but%20it%20the>URL</a>)"
2381,24,024 - eat - ate - food,25i-nbome,Serotonergic psychedelics,"...i barely even enjoying the game , but it the only thing i capable of slowly eating a muffin and sipping coffee , i acknowledge this is the only sustenance i... - TBS:0.827  (<a href=https://erowid.org/experiences/exp.php?ID=96136#:~:text=i%20barely%20even,only%20sustenance%20i>URL</a>)"
2921,24,024 - eat - ate - food,25i-nbome,Serotonergic psychedelics,"...though still present . as it wore off i felt quite tired , but this passed . my appetite returned and i ate what food was left , then went to... - TBS:0.693  (<a href=https://erowid.org/experiences/exp.php?ID=100125#:~:text=though%20still%20present.,then%20went%20to>URL</a>)"
407,24,024 - eat - ate - food,2c-b,Serotonergic psychedelics,"...took the choose not to eat so we do affect the in any way . time goes by as we are all talking about stupid stuff and we wrote down i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=63613#:~:text=took%20the%20choose,wrote%20down%20i>URL</a>)"
1552,24,024 - eat - ate - food,2c-b,Serotonergic psychedelics,"..., i had probably ate a grand total of two solid meals , both disgusting fast food meals , as well . this was due to the of sorts i had... - TBS:0.984  (<a href=https://erowid.org/experiences/exp.php?ID=35100#:~:text=,%20I%20had,sorts%20I%20had>URL</a>)"
2195,24,024 - eat - ate - food,2c-b,Serotonergic psychedelics,"...eaten much at all the whole day , and was slightly hungry before the trip time i had already started coming up a bit . i was feeling a slight amount... - TBS:0.861  (<a href=https://erowid.org/experiences/exp.php?ID=104169#:~:text=eaten%20much%20at,a%20slight%20amount>URL</a>)"
2342,24,024 - eat - ate - food,2c-b,Serotonergic psychedelics,"...all talking about stupid stuff and we wrote down i ca nt eat this food fast enough for the amount that i like it . apparently perfect explanation for the munchies... - TBS:0.835  (<a href=https://erowid.org/experiences/exp.php?ID=63613#:~:text=all%20talking%20about,for%20the%20munchies>URL</a>)"
2930,24,024 - eat - ate - food,2c-c,Serotonergic psychedelics,"...while eating but still be able to enjoy that sort of it took me this long to finish eating it as i was savoring it and also eating quite a lot... - TBS:0.691  (<a href=https://erowid.org/experiences/exp.php?ID=111270#:~:text=while%20eating%20but,quite%20a%20lot>URL</a>)"
3327,24,024 - eat - ate - food,2c-c,Serotonergic psychedelics,"...was feeling good , to put it simply . i also ate a peppermint candy shortly after i burped , to help offset the hunger which i was still feeling to... - TBS:0.598  (<a href=https://erowid.org/experiences/exp.php?ID=111270#:~:text=was%20feeling%20good,,still%20feeling%20to>URL</a>)"
513,24,024 - eat - ate - food,2c-e,Serotonergic psychedelics,"...was strange , i only ate half the sub , because i lost my appetite quickly . everyone in the sitting area tripped me out , they were constantly unrecognizable and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=82042#:~:text=was%20strange,%20I,constantly%20unrecognizable%20and>URL</a>)"
2128,24,024 - eat - ate - food,2c-e,Serotonergic psychedelics,"...was back , and even if i very hungry i figured eating was a good shortly thereafter the sun went down and the temperature dropped rapidly . i headed back home... - TBS:0.875  (<a href=https://erowid.org/experiences/exp.php?ID=83445#:~:text=was%20back,%20and,headed%20back%20home>URL</a>)"
2444,24,024 - eat - ate - food,2c-e,Serotonergic psychedelics,"...off and intense , why the hell did i want a bagel again i no longer know what i doing , or what i was trying to do . i remember... - TBS:0.808  (<a href=https://erowid.org/experiences/exp.php?ID=83871#:~:text=off%20and%20intense,,do.%20I%20remember>URL</a>)"
3020,24,024 - eat - ate - food,2c-e,Serotonergic psychedelics,"...i was eating like eels swimming around in my throat , and i was no longer at this point it was probably something , i do know because time did seem... - TBS:0.67  (<a href=https://erowid.org/experiences/exp.php?ID=90447#:~:text=i%20was%20eating,time%20did%20seem>URL</a>)"
3099,24,024 - eat - ate - food,2c-e,Serotonergic psychedelics,"...rehydrated . this was around the point of the trip , and we had definitely passed the plateau of the experience and were headed back down . after eating , we... - TBS:0.65  (<a href=https://erowid.org/experiences/exp.php?ID=24403#:~:text=rehydrated.%20this%20was,after%20eating,%20we>URL</a>)"
3293,24,024 - eat - ate - food,2c-e,Serotonergic psychedelics,"..., meat , mixed veggies , tomato sauce t we met up with friends and quickly acquired a couple of stiff t we declined further drinks and enjoyed the atmosphere .... - TBS:0.605  (<a href=https://erowid.org/experiences/exp.php?ID=42291#:~:text=,%20meat,%20mixed,enjoyed%20the%20atmosphere.>URL</a>)"
881,24,024 - eat - ate - food,2c-i,Serotonergic psychedelics,"...more absurd . many things are much funnier than they would been otherwise . appetite slowly returns , although i still feel like i have to the food down . most... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=87244#:~:text=more%20absurd.%20many,food%20down.%20most>URL</a>)"
1554,24,024 - eat - ate - food,2c-i,Serotonergic psychedelics,"...friend , who i will call s , and i take of and take a quick trip to the store before it kicks in . i last ate two hours beforehand... - TBS:0.984  (<a href=https://erowid.org/experiences/exp.php?ID=57457#:~:text=friend,%20who%20I,two%20hours%20beforehand>URL</a>)"
2116,24,024 - eat - ate - food,2c-i,Serotonergic psychedelics,"...our appetite . hunger would not return until after the trip had approx . extreme time dilation . the trip is even half way over and it has already felt like... - TBS:0.878  (<a href=https://erowid.org/experiences/exp.php?ID=87244#:~:text=our%20appetite.%20hunger,already%20felt%20like>URL</a>)"
2418,24,024 - eat - ate - food,2c-i,Serotonergic psychedelics,"...like this for about hours before we came down , not abruptly , but rather quickly hour comedown . we were starving , and ate ravenously of french fries , fruit... - TBS:0.816  (<a href=https://erowid.org/experiences/exp.php?ID=49843#:~:text=like%20this%20for,french%20fries,%20fruit>URL</a>)"
2702,24,024 - eat - ate - food,2c-i,Serotonergic psychedelics,"...i looked at pulsated and glowed . when my tripmates came up with me i quickly calmed down . my food was much less appetizing than i thought it would be... - TBS:0.749  (<a href=https://erowid.org/experiences/exp.php?ID=90138#:~:text=i%20looked%20at,it%20would%20be>URL</a>)"
2779,24,024 - eat - ate - food,2c-i,Serotonergic psychedelics,"...really , maybe just a touch of giddiness . we chalked the difference in onset time up to food intake m had eaten very little over the past few hours while... - TBS:0.731  (<a href=https://erowid.org/experiences/exp.php?ID=90138#:~:text=really,%20maybe%20just,few%20hours%20while>URL</a>)"
2855,24,024 - eat - ate - food,2c-i,Serotonergic psychedelics,"...am that morning . from my research i heard that it a good idea to fast completely so i ate a small amount of food every hour , something like a... - TBS:0.709  (<a href=https://erowid.org/experiences/exp.php?ID=90138#:~:text=am%20that%20morning.,something%20like%20a>URL</a>)"
3132,24,024 - eat - ate - food,2c-i,Serotonergic psychedelics,"...for the first hour . after minutes , i was gradually coming up . the slow coming up was most likely due to the digested light meal i had at .... - TBS:0.642  (<a href=https://erowid.org/experiences/exp.php?ID=9100#:~:text=for%20the%20first,I%20had%20at.>URL</a>)"
3285,24,024 - eat - ate - food,2c-i,Serotonergic psychedelics,"...greasy food was a bad , bad idea . the trip is coming on really fast . my wife amd the baby go to sleep and i go upstairs to try... - TBS:0.607  (<a href=https://erowid.org/experiences/exp.php?ID=26669#:~:text=greasy%20food%20was,upstairs%20to%20try>URL</a>)"
1726,24,024 - eat - ate - food,2c-p,Serotonergic psychedelics,"...of something is getting deep inside of my brain . i decide to have a quick snack and have no problems eating . two other people leave . the trip begins... - TBS:0.954  (<a href=https://erowid.org/experiences/exp.php?ID=97452#:~:text=of%20something%20is,the%20trip%20begins>URL</a>)"
3344,24,024 - eat - ate - food,2c-p,Serotonergic psychedelics,"...into the trip . after waking up , not knowing or caring what day or time it was , i decided to eat breakfast and smoke a bowl or two of... - TBS:0.595  (<a href=https://erowid.org/experiences/exp.php?ID=91018#:~:text=into%20the%20trip.,or%20two%20of>URL</a>)"
2225,24,024 - eat - ate - food,2c-t-2,Serotonergic psychedelics,"...food anyway . cooking up macaroni and cheese was pretty difficult . my sense of time was shot , and it was visually difficult to tell what i was doing .... - TBS:0.854  (<a href=https://erowid.org/experiences/exp.php?ID=2348#:~:text=food%20anyway.%20cooking,I%20was%20doing.>URL</a>)"
3294,24,024 - eat - ate - food,2c-t-2,Serotonergic psychedelics,".... of were swallowed on a relatively empty stomach , however i always break my fast by eating something light a piece of toast , a piece of fruit , etc... - TBS:0.605  (<a href=https://erowid.org/experiences/exp.php?ID=37461#:~:text=.%20of%20were,of%20fruit,%20etc>URL</a>)"
1873,24,024 - eat - ate - food,2c-t-7,Serotonergic psychedelics,"...not at all fine . from this point on , i can only describe the long , slow crawl back to baseline as anguish . i ate an apple and a... - TBS:0.927  (<a href=https://erowid.org/experiences/exp.php?ID=37467#:~:text=not%20at%20all,apple%20and%20a>URL</a>)"
2709,24,024 - eat - ate - food,2c-t-7,Serotonergic psychedelics,"...which might decide to leave me again later , as opposed to starving for the duration of the experience . soon after about t , i begin to get very nervous... - TBS:0.748  (<a href=https://erowid.org/experiences/exp.php?ID=37467#:~:text=which%20might%20decide,get%20very%20nervous>URL</a>)"
3096,24,024 - eat - ate - food,2c-t-7,Serotonergic psychedelics,"...i just ate a plain bagel and some water . i laid down for a quick nap , i had to be somewhere at . when i woke up , i... - TBS:0.651  (<a href=https://erowid.org/experiences/exp.php?ID=17244#:~:text=i%20just%20ate,woke%20up,%20i>URL</a>)"
3348,24,024 - eat - ate - food,2c-t-7,Serotonergic psychedelics,"...immediately before this experience eating some pasta with meatballs and drinking a ORG lemonade very quickly , then running downstairs to be with my friends . the only thing i can...- TBS:0.595  (NO URL)"
4521,24,024 - long - told - hair,3-meo-pcp,Dissociative psychedelics,"...i was sleeping with t r wanted to kiss me goodnight , and when she extended her neck to kiss my cheek , her entire face became momentarily unrecognizable and her... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=107998#:~:text=i%20was%20sleeping,unrecognizable%20and%20her>URL</a>)"
4557,24,024 - long - told - hair,3-meo-pcp,Dissociative psychedelics,"...brief but deep make out session . her tongue felt like it was two feet long inside my mouth and tangled itself around my own . i had a fleeting closed... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105519#:~:text=brief%20but%20deep,a%20fleeting%20closed>URL</a>)"
4836,24,024 - long - told - hair,3-meo-pcp,Dissociative psychedelics,"...i ever experienced . her tongue felt cold , fleshy , and moist , but long and thin , and much more erotic than the other experience i had earlier .... - TBS:0.792  (<a href=https://erowid.org/experiences/exp.php?ID=105519#:~:text=i%20ever%20experienced.,I%20had%20earlier.>URL</a>)"
5000,24,024 - long - told - hair,3-meo-pcp,Dissociative psychedelics,"...penny lying next to the door in the lounge were miniscule and distant . this quickly became t i had heard that some people get nice cevs from ORG , so...- TBS:0.404  (NO URL)"
1680,24,024 - eat - ate - food,4-aco-dmt,Serotonergic psychedelics,"...thing i ate was roughly two hours ago , so the onset should take too long i hope . i kinda hungry , actually , but will abstain from eating at... - TBS:0.96  (<a href=https://erowid.org/experiences/exp.php?ID=103510#:~:text=thing%20I%20ate,from%20eating%20at>URL</a>)"
2191,24,024 - eat - ate - food,4-aco-dmt,Serotonergic psychedelics,"...fact that i eaten since about , but i am nevertheless amazed by the incredibly rapid onset . i have read several other people remark on how quickly begins to act... - TBS:0.862  (<a href=https://erowid.org/experiences/exp.php?ID=113088#:~:text=fact%20that%20I,begins%20to%20act>URL</a>)"
2241,24,024 - eat - ate - food,4-aco-dmt,Serotonergic psychedelics,"...cookies spiked with , owing to the following factors i expected its action to be short enough that i could start tripping after my daughter had passed out for the night... - TBS:0.851  (<a href=https://erowid.org/experiences/exp.php?ID=90415#:~:text=cookies%20spiked%20with,,for%20the%20night>URL</a>)"
2250,24,024 - eat - ate - food,4-aco-dmt,Serotonergic psychedelics,"...ready to face the harsh world we putter around , before finally deciding that it time to get some huge burritos . we are quietly content for the rest of the... - TBS:0.848  (<a href=https://erowid.org/experiences/exp.php?ID=101970#:~:text=ready%20to%20face,rest%20of%20the>URL</a>)"
3386,24,024 - eat - ate - food,4-aco-dmt,Serotonergic psychedelics,"...just everything i was thinking , mostly pointless things . i spent a lot of time discussing the fat content of the chips i was eating , vaguely confused as to... - TBS:0.585  (<a href=https://erowid.org/experiences/exp.php?ID=108330#:~:text=just%20everything%20I,confused%20as%20to>URL</a>)"
8579,24,024 - talk - talking - girlfriend,4-fluoroamphetamine,Stimulants,"...thinking that definitely picked the right girl . i chatted to her for quite a long time before we started kissing , we talked about the traffic and what i did... - TBS:0.427  (<a href=https://erowid.org/experiences/exp.php?ID=106294#:~:text=thinking%20that%20definitely,what%20I%20did>URL</a>)"
2803,24,024 - eat - ate - food,4-ho-dipt,Serotonergic psychedelics,"...i over ate . still mentally out of it , visually the experience is subsiding fast . i have a headache on the upper left side of my head . it... - TBS:0.721  (<a href=https://erowid.org/experiences/exp.php?ID=41086#:~:text=i%20over%20ate.,my%20head.%20it>URL</a>)"
2697,24,024 - eat - ate - food,4-ho-mipt,Serotonergic psychedelics,"...parks and rec . the only reason i can think of for the taking this long was that i had eaten a few chips about two hours beforehand , so perhaps... - TBS:0.75  (<a href=https://erowid.org/experiences/exp.php?ID=112605#:~:text=parks%20and%20rec.,beforehand,%20so%20perhaps>URL</a>)"
2840,24,024 - eat - ate - food,4-ho-mipt,Serotonergic psychedelics,"...physical body , while fasting will probably benefit there is temptation to i wasting valuable time with typing . sorry . no i ca nt leave . i god knows my... - TBS:0.714  (<a href=https://erowid.org/experiences/exp.php?ID=47137#:~:text=physical%20body,%20while,god%20knows%20my>URL</a>)"
3476,24,024 - eat - ate - food,4-ho-mipt,Serotonergic psychedelics,"...it appeared as if eating the small bit of ham had helped , i no longer felt as if it was coming on too quickly and was prepared to enjoy what... - TBS:0.551  (<a href=https://erowid.org/experiences/exp.php?ID=101258#:~:text=it%20appeared%20as,to%20enjoy%20what>URL</a>)"
2252,24,024 - eat - ate - food,5-meo-amt,Serotonergic psychedelics,"...a cereal box . everything was moving and breathing like on acid , but much faster . eventually , i started shaking , but only on my right side . c... - TBS:0.848  (<a href=https://erowid.org/experiences/exp.php?ID=30113#:~:text=a%20cereal%20box.,right%20side.%20c>URL</a>)"
2159,24,024 - eat - ate - food,5-meo-dalt,Serotonergic psychedelics,"...is where shit got really interesting . we had ordered food , but as the time approached , in retrospect we were getting higher and higher . but everything was incredibly... - TBS:0.868  (<a href=https://erowid.org/experiences/exp.php?ID=86869#:~:text=is%20where%20shit,everything%20was%20incredibly>URL</a>)"
2731,24,024 - eat - ate - food,5-meo-dalt,Serotonergic psychedelics,"...psychosomatic effect i was inducing more on that later . the other feelings are building slowly but constantly from around . i put the mental confusion down to not eating since... - TBS:0.741  (<a href=https://erowid.org/experiences/exp.php?ID=86869#:~:text=psychosomatic%20effect%20I,not%20eating%20since>URL</a>)"
1624,24,024 - eat - ate - food,5-meo-dipt,Serotonergic psychedelics,"...and some other junk . it was very good but i was starving . the longer i sat there , the more fucked up i felt . my perception was getting... - TBS:0.971  (<a href=https://erowid.org/experiences/exp.php?ID=27130#:~:text=and%20some%20other,perception%20was%20getting>URL</a>)"
1712,24,024 - eat - ate - food,5-meo-dipt,Serotonergic psychedelics,"...picked up some food on the way home . we ate chinese food and i quickly became full . i did eat much at all compared to usual . we watched... - TBS:0.956  (<a href=https://erowid.org/experiences/exp.php?ID=85560#:~:text=picked%20up%20some,usual.%20we%20watched>URL</a>)"
2203,24,024 - eat - ate - food,5-meo-dipt,Serotonergic psychedelics,...decided to eat some the next mourning because you digestive track is running a lot faster for example there have been times where i did PERSON at night and felt nothing...- TBS:0.858  (NO URL)
2703,24,024 - eat - ate - food,5-meo-dipt,Serotonergic psychedelics,"...the food places around . anorexia is not a of this stuff at about hours elapsed about , i say that i was peaking . i was totally engrossed in the... - TBS:0.749  (<a href=https://erowid.org/experiences/exp.php?ID=12940#:~:text=the%20food%20places,engrossed%20in%20the>URL</a>)"
2797,24,024 - eat - ate - food,5-meo-dipt,Serotonergic psychedelics,"...the richest man in babylon by thievery the onset is remarkably consistent in terms of time but then i am consistent about not having a stomach full of food . similar... - TBS:0.723  (<a href=https://erowid.org/experiences/exp.php?ID=16876#:~:text=the%20richest%20man,of%20food.%20similar>URL</a>)"
3391,24,024 - eat - ate - food,5-meo-dipt,Serotonergic psychedelics,"...has been all night . i calm myself down and figure maybe it just took longer to get digested . i did eat dinner about an hour and a half before... - TBS:0.584  (<a href=https://erowid.org/experiences/exp.php?ID=19161#:~:text=has%20been%20all,a%20half%20before>URL</a>)"
3408,24,024 - eat - ate - food,5-meo-dipt,Serotonergic psychedelics,...fruit and soft cheese . i change the cd to the new PERSON album . time to think of something fun to lying around in bed after a long shared shower...- TBS:0.579  (NO URL)
2362,24,024 - eat - ate - food,5-meo-mipt,Serotonergic psychedelics,"...planned for this and had plenty of snacks to satisfy myself . at this point time had begun to grind to a halt , and everything in life was just as... - TBS:0.83  (<a href=https://erowid.org/experiences/exp.php?ID=107636#:~:text=planned%20for%20this,was%20just%20as>URL</a>)"
3334,24,024 - eat - ate - food,5-meo-mipt,Serotonergic psychedelics,"...min after eating the fruit , there are elements of uncomfortable stimulation probably because of extended focus on activity . i lay down in bed with the computer and browse through... - TBS:0.597  (<a href=https://erowid.org/experiences/exp.php?ID=115372#:~:text=min%20after%20eating,and%20browse%20through>URL</a>)"
6529,24,024 - sleep - asleep - bed,alcohol (hard),Depressant / sedatives,"...sit up properly . in conversation with mum i tell whether i was speaking very fast or very slowly . we felt really tired and went to bed almost immediately .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=25991#:~:text=sit%20up%20properly.,bed%20almost%20immediately.>URL</a>)"
1681,24,024 - eat - ate - food,al-lad,Serotonergic psychedelics,".... even though i ate two or three hours beforehand , it still hit me faster than it ever has before . i was listening to one of my favorite songs... - TBS:0.96  (<a href=https://erowid.org/experiences/exp.php?ID=105670#:~:text=.%20even%20though,my%20favorite%20songs>URL</a>)"
5941,24,024 - sleep - asleep - bed,alprazolam,Depressant / sedatives,"...was making me very drowsy . i let my eyes close , but the teacher quickly called me out , and reminded me there was no sleeping in iss . he... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=80930#:~:text=was%20making%20me,in%20iss.%20he>URL</a>)"
4558,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...her toes and feet , then i made my way up her legs , lingering long and worshipfully . i was talking to her between kisses , confessing my sins ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=28413#:~:text=her%20toes%20and,confessing%20my%20sins,>URL</a>)"
4560,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...as i stood before her . she pleased me with her mouth . when the time came , she undressed and crawled before me to the bathroom . there she groveled... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=28413#:~:text=as%20I%20stood,there%20she%20groveled>URL</a>)"
4887,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...and had minor twitching . she was mostly lucid for the event as she spent time with her buddy she fell asleep around and gratefully held her humor about the mess... - TBS:0.743  (<a href=https://erowid.org/experiences/exp.php?ID=20354#:~:text=and%20had%20minor,about%20the%20mess>URL</a>)"
4938,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...hugged my wife and told her that i truly love her . it was a long time i did it to tell her these simple but powerful words . i was... - TBS:0.673  (<a href=https://erowid.org/experiences/exp.php?ID=104234#:~:text=hugged%20my%20wife,words.%20I%20was>URL</a>)"
4957,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"..., over and over again at one point she said to me took you so long to figure that and i felt i had connected with her somehow . we exchanged... - TBS:0.636  (<a href=https://erowid.org/experiences/exp.php?ID=88018#:~:text=,%20over%20and,somehow.%20we%20exchanged>URL</a>)"
4975,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...say it to her . i like that idea at all . in my subjective time , an unbearably long silence followed . the pressure pushing me to do as i... - TBS:0.594  (<a href=https://erowid.org/experiences/exp.php?ID=23323#:~:text=say%20it%20to,do%20as%20i>URL</a>)"
4988,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...hosts . the group reports that she was not lucid for a significant amount of time . she fell asleep around . total time was a i did not experience any... - TBS:0.507  (<a href=https://erowid.org/experiences/exp.php?ID=20354#:~:text=hosts.%20the%20group,not%20experience%20any>URL</a>)"
7948,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...her about my day and i do think she noticed that i was talking too fast or twitching my fingers . my aunt came over and i had a really great... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=52856#:~:text=her%20about%20my,a%20really%20great>URL</a>)"
7953,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...looks at me and says funny , i could have sworn i had more i quickly smooth talk her , and shover her out of my room . i did nt... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=67852#:~:text=looks%20at%20me,I%20did%20nt>URL</a>)"
7954,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,".... i tell her i do nt know what she is talking about , and quickly look away . she gave me a i am not stupid u fucking moron ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=67852#:~:text=.%20I%20tell,u%20fucking%20moron,>URL</a>)"
8197,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...i decided to take more with her . then we would tumble back into these long , and growing conversations , as i tried to explain the essence of myself ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=70720#:~:text=i%20decided%20to,essence%20of%20myself,>URL</a>)"
8300,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...how cute and silly she is . this is something i get used to over time , and normally notice . but on addy , i find it is much easier... - TBS:0.943  (<a href=https://erowid.org/experiences/exp.php?ID=110266#:~:text=how%20cute%20and,is%20much%20easier>URL</a>)"
8364,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...was getting hard to swallow . i finished writing the letter to d , pages long . but since i thought that she was in the room with me and she... - TBS:0.884  (<a href=https://erowid.org/experiences/exp.php?ID=24036#:~:text=was%20getting%20hard,me%20and%20she>URL</a>)"
8449,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...close to , on the verge of i arrived in that class and wasted little time . i talked to her call her k and explained my intentions . needless to... - TBS:0.792  (<a href=https://erowid.org/experiences/exp.php?ID=66798#:~:text=close%20to,%20on,intentions.%20needless%20to>URL</a>)"
8553,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...and i had a really great conversation with her . my thoughts were coming very fast and i was still getting pleasurable shivers every once in a while . we all... - TBS:0.628  (<a href=https://erowid.org/experiences/exp.php?ID=52856#:~:text=and%20I%20had,while.%20we%20all>URL</a>)"
8573,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...to do besides write , draw , or watch shitty tv i had plenty of time to overanalyze a situation . is my girlfriend gone she must be cheating on me... - TBS:0.571  (<a href=https://erowid.org/experiences/exp.php?ID=61252#:~:text=to%20do%20besides,cheating%20on%20me>URL</a>)"
8576,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...with the conversation was that i often had to keep myself from speaking at the rate that my thoughts were forming . my girlfriend would undoubtedly have guessed at least my... - TBS:0.454  (<a href=https://erowid.org/experiences/exp.php?ID=48787#:~:text=with%20the%20conversation,at%20least%20my>URL</a>)"
2210,24,024 - eat - ate - food,amt,Serotonergic psychedelics,"...so i was excited to spend most of the marathon i ate amt at , shortly after eating a small amount of couscous remember , eat foods . at around i... - TBS:0.857  (<a href=https://erowid.org/experiences/exp.php?ID=1763#:~:text=so%20I%20was,at%20around%20i>URL</a>)"
2298,24,024 - eat - ate - food,amt,Serotonergic psychedelics,"...else has this problem quite as badly . subj a is still compalaining about his fast food burrito dinner . it was simply gross . also , agenda suicide the faint... - TBS:0.842  (<a href=https://erowid.org/experiences/exp.php?ID=17984#:~:text=else%20has%20this,suicide%20the%20faint>URL</a>)"
2776,24,024 - eat - ate - food,amt,Serotonergic psychedelics,"...kind of processed food or meat the processed food would put me on some of endless possibilities concerning the current state of society , as would a hamburger . so fruit... - TBS:0.732  (<a href=https://erowid.org/experiences/exp.php?ID=32735#:~:text=kind%20of%20processed,hamburger.%20so%20fruit>URL</a>)"
3282,24,024 - eat - ate - food,amt,Serotonergic psychedelics,"...i cooked for later . just really strange things , which i recognized as delusions shortly after they came into mind i was still mostly in control of these , but... - TBS:0.609  (<a href=https://erowid.org/experiences/exp.php?ID=88693#:~:text=i%20cooked%20for,of%20these,%20but>URL</a>)"
3346,24,024 - eat - ate - food,amt,Serotonergic psychedelics,"...empty and i was leaking blood back into it , so a second bag was quickly now i felt a glimmer of , , i think getting out of the weeds... - TBS:0.595  (<a href=https://erowid.org/experiences/exp.php?ID=17730#:~:text=empty%20and%20I,of%20the%20weeds>URL</a>)"
3416,24,024 - eat - ate - food,amt,Serotonergic psychedelics,"...am unable to stand with out holding onto something solid . breakfast is discussed at length , nobody is ready yet . e starts to drink gin and tonics , claims... - TBS:0.576  (<a href=https://erowid.org/experiences/exp.php?ID=348#:~:text=am%20unable%20to,and%20tonics,%20claims>URL</a>)"
