,Topic Nr,Topic,Substance,Class,Document
8590,24,024 - laughing - laughter - eachother,_ LSD (Own graph & topics),Serotonergic psychedelics,"...not stop laughing at . after meeting this creature and realizing we were sober any longer we decided to head on up into the bill car stereo is one of the... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=8#:~:text=not%20stop%20laughing,one%20of%20the>URL</a>)"
8639,24,024 - laughing - laughter - eachother,_ LSD (Own graph & topics),Serotonergic psychedelics,"...rest of my crew all laughing hysterically , which in turn made me laugh . long have you been standing here asked PERSON . i do know , not that long...- TBS:1.0  (NO URL)"
8742,24,024 - laughing - laughter - eachother,_ LSD (Own graph & topics),Serotonergic psychedelics,"...so hilariously funny that my friend and i were doubled up with laughter for a long long time before i could get to any of the questions seriously . it was... - TBS:0.943  (<a href=https://erowid.org/experiences/exp.php?ID=1985#:~:text=so%20hilariously%20funny,seriously.%20it%20was>URL</a>)"
8849,24,024 - laughing - laughter - eachother,_ LSD (Own graph & topics),Serotonergic psychedelics,"...really strange . been standing at the end of the driveway for who knows how long in the middle of the night in the freezing cold , and was now laughing... - TBS:0.815  (<a href=https://erowid.org/experiences/exp.php?ID=102660#:~:text=really%20strange.%20been,was%20now%20laughing>URL</a>)"
8907,24,024 - laughing - laughter - eachother,_ LSD (Own graph & topics),Serotonergic psychedelics,"...from the rest of the group for the better part of DATE DATE . he quickly opened up as we laughed at a taking the longest piss of his life .... - TBS:0.731  (<a href=https://erowid.org/experiences/exp.php?ID=113425#:~:text=from%20the%20rest,of%20his%20life.>URL</a>)"
8908,24,024 - laughing - laughter - eachother,_ LSD (Own graph & topics),Serotonergic psychedelics,"...laugh attack which there was way more to come , we asked our friend how long had we been laughing maniacally . she told us , about minutes neither of us... - TBS:0.731  (<a href=https://erowid.org/experiences/exp.php?ID=88121#:~:text=laugh%20attack%20which,neither%20of%20us>URL</a>)"
8926,24,024 - laughing - laughter - eachother,_ LSD (Own graph & topics),Serotonergic psychedelics,"...into fits of laughter and we each had huge grins on our faces for the duration of the evening . it was PLACEHOLDER PLACEHOLDER before we got a call from a... - TBS:0.69  (<a href=https://erowid.org/experiences/exp.php?ID=37490#:~:text=into%20fits%20of,call%20from%20a>URL</a>)"
8932,24,024 - laughing - laughter - eachother,_ LSD (Own graph & topics),Serotonergic psychedelics,"...again we broke into hysterical laughter . we got back to our seats just in time for the half time show . it was the cavs wheel chair basketball team .... - TBS:0.676  (<a href=https://erowid.org/experiences/exp.php?ID=34097#:~:text=again%20we%20broke,chair%20basketball%20team.>URL</a>)"
4521,24,024 - long - told - hair,3-meo-pcp,Dissociative psychedelics,"...i was sleeping with t r wanted to kiss me goodnight , and when she extended her neck to kiss my cheek , her entire face became momentarily unrecognizable and her... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=107998#:~:text=i%20was%20sleeping,unrecognizable%20and%20her>URL</a>)"
4557,24,024 - long - told - hair,3-meo-pcp,Dissociative psychedelics,"...brief but deep make out session . her tongue felt like it was two feet long inside my mouth and tangled itself around my own . i had a fleeting closed... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105519#:~:text=brief%20but%20deep,a%20fleeting%20closed>URL</a>)"
4836,24,024 - long - told - hair,3-meo-pcp,Dissociative psychedelics,"...i ever experienced . her tongue felt cold , fleshy , and moist , but long and thin , and much more erotic than the other experience i had earlier .... - TBS:0.792  (<a href=https://erowid.org/experiences/exp.php?ID=105519#:~:text=i%20ever%20experienced.,I%20had%20earlier.>URL</a>)"
5000,24,024 - long - told - hair,3-meo-pcp,Dissociative psychedelics,"...penny lying next to the door in the lounge were miniscule and distant . this quickly became t i had heard that some people get nice cevs from ORG , so...- TBS:0.404  (NO URL)"
4558,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...her toes and feet , then i made my way up her legs , lingering long and worshipfully . i was talking to her between kisses , confessing my sins ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=28413#:~:text=her%20toes%20and,confessing%20my%20sins,>URL</a>)"
4560,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...as i stood before her . she pleased me with her mouth . when the time came , she undressed and crawled before me to the bathroom . there she groveled... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=28413#:~:text=as%20I%20stood,there%20she%20groveled>URL</a>)"
4887,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...and had minor twitching . she was mostly lucid for the event as she spent time with her buddy she fell asleep around and gratefully held her humor about the mess... - TBS:0.743  (<a href=https://erowid.org/experiences/exp.php?ID=20354#:~:text=and%20had%20minor,about%20the%20mess>URL</a>)"
4938,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...hugged my wife and told her that i truly love her . it was a long time i did it to tell her these simple but powerful words . i was... - TBS:0.673  (<a href=https://erowid.org/experiences/exp.php?ID=104234#:~:text=hugged%20my%20wife,words.%20I%20was>URL</a>)"
4957,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"..., over and over again at one point she said to me took you so long to figure that and i felt i had connected with her somehow . we exchanged... - TBS:0.636  (<a href=https://erowid.org/experiences/exp.php?ID=88018#:~:text=,%20over%20and,somehow.%20we%20exchanged>URL</a>)"
4975,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...say it to her . i like that idea at all . in my subjective time , an unbearably long silence followed . the pressure pushing me to do as i... - TBS:0.594  (<a href=https://erowid.org/experiences/exp.php?ID=23323#:~:text=say%20it%20to,do%20as%20i>URL</a>)"
4988,24,024 - long - told - hair,amanita muscaria,Dissociative psychedelics,"...hosts . the group reports that she was not lucid for a significant amount of time . she fell asleep around . total time was a i did not experience any... - TBS:0.507  (<a href=https://erowid.org/experiences/exp.php?ID=20354#:~:text=hosts.%20the%20group,not%20experience%20any>URL</a>)"
4240,24,024 - long - told - hair,dxm,Dissociative psychedelics,"...of us was enough to soothe we held each other for what seemed like an eternity , when she climbed up on me and we kissed . those two minutes kissing... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=4439#:~:text=of%20us%20was,two%20minutes%20kissing>URL</a>)"
4347,24,024 - long - told - hair,dxm,Dissociative psychedelics,"...numb rubbing , and i knew i could in this state . she enjoyed the long time it could remain up pretty much eternity , really , but i was really... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=1896#:~:text=numb%20rubbing,%20and,I%20was%20really>URL</a>)"
4796,24,024 - long - told - hair,dxm,Dissociative psychedelics,"...came in and said hi , then she walked to the kitchen to grab a quick snack before bed . while she was in there she started talking to me .... - TBS:0.823  (<a href=https://erowid.org/experiences/exp.php?ID=8551#:~:text=came%20in%20and,talking%20to%20me.>URL</a>)"
4853,24,024 - long - told - hair,dxm,Dissociative psychedelics,"...i could see her . also she kept touching me by my insistance . as long as i could feel her touch i knew i had really left the room .... - TBS:0.779  (<a href=https://erowid.org/experiences/exp.php?ID=3123#:~:text=i%20could%20see,left%20the%20room.>URL</a>)"
4881,24,024 - long - told - hair,dxm,Dissociative psychedelics,...x came over and we talked to her quite a while . she left before long and we turned the tv we began listening to PERSON and talking about music ....- TBS:0.752  (NO URL)
4915,24,024 - long - told - hair,dxm,Dissociative psychedelics,"...knew that she loved me as much as i loved after what seemed like another eternity , we parted . we held each other the rest of the night without saying... - TBS:0.703  (<a href=https://erowid.org/experiences/exp.php?ID=4439#:~:text=knew%20that%20she,night%20without%20saying>URL</a>)"
4936,24,024 - long - told - hair,dxm,Dissociative psychedelics,"...later that she had never seen me so excited . i told her that as long as we both shall live , that we should never , ever forget that i... - TBS:0.673  (<a href=https://erowid.org/experiences/exp.php?ID=3351#:~:text=later%20that%20she,forget%20that%20i>URL</a>)"
4964,24,024 - long - told - hair,dxm,Dissociative psychedelics,".... i told her to be ready because i knew it would take me a long time to come and that i could please for several hours most likely . before... - TBS:0.62  (<a href=https://erowid.org/experiences/exp.php?ID=22309#:~:text=.%20I%20told,most%20likely.%20before>URL</a>)"
4977,24,024 - long - told - hair,dxm,Dissociative psychedelics,"...doing this she replied with a holy shit and we both looked over to the clock and saw that it had even been too long . the urge to move our... - TBS:0.576  (<a href=https://erowid.org/experiences/exp.php?ID=109773#:~:text=doing%20this%20she,to%20move%20our>URL</a>)"
4994,24,024 - long - told - hair,dxm,Dissociative psychedelics,"...and i want her to have to go . i wanted to continue talking as long as i could similar to being high on pot . after an hour or so... - TBS:0.497  (<a href=https://erowid.org/experiences/exp.php?ID=4828#:~:text=and%20I%20want,hour%20or%20so>URL</a>)"
4483,24,024 - long - told - hair,ketamine,Dissociative psychedelics,"...i wanted to approach to her this pale being chattered the teeth really strong and fast . she told me telepathik via , many eyes are watching . i opened my... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=50346#:~:text=i%20wanted%20to,I%20opened%20my>URL</a>)"
4510,24,024 - long - told - hair,ketamine,Dissociative psychedelics,"...friend speechless , i asked her if i had done anything strange in the last short while but she being also on k had noticed . the strangest thing was ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=83823#:~:text=friend%20speechless,%20I,strangest%20thing%20was,>URL</a>)"
4529,24,024 - long - told - hair,ketamine,Dissociative psychedelics,"...to talk . she was probably the most gorgeous woman i have ever seen with long dark curly hair and proportions of a goddess . she fairly quickly suggested we go... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=36748#:~:text=to%20talk.%20she,suggested%20we%20go>URL</a>)"
4852,24,024 - long - told - hair,ketamine,Dissociative psychedelics,"...i petted her , feeling one with her . i could feel her tiny , fast heartbeat on my chest her purr was loud and comforting in my head . her... - TBS:0.779  (<a href=https://erowid.org/experiences/exp.php?ID=11455#:~:text=i%20petted%20her,,my%20head.%20her>URL</a>)"
4953,24,024 - long - told - hair,ketamine,Dissociative psychedelics,"...pillow stroking my hair . she looked of african descent and her hair was this long , flowy color . and her eyes were white lights piercing down into my soul... - TBS:0.649  (<a href=https://erowid.org/experiences/exp.php?ID=110983#:~:text=pillow%20stroking%20my,into%20my%20soul>URL</a>)"
4616,24,024 - long - told - hair,methoxetamine,Dissociative psychedelics,"...fall into a trance involving complicated gestures and flicks of my lighter . she is quickly and understandably then again , at other times , it has been wonderful . under... - TBS:0.959  (<a href=https://erowid.org/experiences/exp.php?ID=95812#:~:text=fall%20into%20a,been%20wonderful.%20under>URL</a>)"
4718,24,024 - long - told - hair,methoxetamine,Dissociative psychedelics,"...kick . she was devastated . a tear streamed down her cheek . after a long silence i asked what happens now . she told me that deceiving her all PLACEHOLDER... - TBS:0.891  (<a href=https://erowid.org/experiences/exp.php?ID=115628#:~:text=kick.%20she%20was,her%20all%20PLACEHOLDER>URL</a>)"
4984,24,024 - long - told - hair,methoxetamine,Dissociative psychedelics,"agreeance in all matters , but s announced her leave after an undetermined amount of time and i laid in bed exploring the serene mxe headspace . subtle energies swirled around"
4992,24,024 - long - told - hair,methoxetamine,Dissociative psychedelics,...she always spends the night when we trip on ORG as the afterphase is very long for her and she likes the company . i felt her be busy in the...- TBS:0.504  (NO URL)
4331,24,024 - long - told - hair,nitrous oxide,Dissociative psychedelics,"...as purring , quaking whispers softly poured from her throat . after about thirty seconds passed , she lay back in her seat , sighed , and smiled contently . needless... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=1610#:~:text=as%20purring,%20quaking,smiled%20contently.%20needless>URL</a>)"
4856,24,024 - long - told - hair,nitrous oxide,Dissociative psychedelics,"...are kissing her or having sex with her , you just happy to be spending time with her . and indeed , i kept opening my eyes to look at the... - TBS:0.775  (<a href=https://erowid.org/experiences/exp.php?ID=102288#:~:text=are%20kissing%20her,look%20at%20the>URL</a>)"
4983,24,024 - long - told - hair,nitrous oxide,Dissociative psychedelics,"...been the same with her since . we got too close , spending too much time together . after a huge binge it was over . in the end , a... - TBS:0.558  (<a href=https://erowid.org/experiences/exp.php?ID=2112#:~:text=been%20the%20same,the%20end,%20a>URL</a>)"
5001,24,024 - long - told - hair,nitrous oxide,Dissociative psychedelics,"...i asked her if the gas has ever had an affect on peoples sense of time . she must not have known because she said no but after everything was done... - TBS:0.387  (<a href=https://erowid.org/experiences/exp.php?ID=56481#:~:text=i%20asked%20her,everything%20was%20done>URL</a>)"
8181,24,024 - talk - talking - girlfriend,4-fluoroamphetamine,Stimulants,"...thinking that definitely picked the right girl . i chatted to her for quite a long time before we started kissing , we talked about the traffic and what i did... - TBS:0.427  (<a href=https://erowid.org/experiences/exp.php?ID=106294#:~:text=thinking%20that%20definitely,what%20I%20did>URL</a>)"
7550,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...her about my day and i do think she noticed that i was talking too fast or twitching my fingers . my aunt came over and i had a really great... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=52856#:~:text=her%20about%20my,a%20really%20great>URL</a>)"
7555,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...looks at me and says funny , i could have sworn i had more i quickly smooth talk her , and shover her out of my room . i did nt... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=67852#:~:text=looks%20at%20me,I%20did%20nt>URL</a>)"
7556,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,".... i tell her i do nt know what she is talking about , and quickly look away . she gave me a i am not stupid u fucking moron ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=67852#:~:text=.%20I%20tell,u%20fucking%20moron,>URL</a>)"
7799,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...i decided to take more with her . then we would tumble back into these long , and growing conversations , as i tried to explain the essence of myself ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=70720#:~:text=i%20decided%20to,essence%20of%20myself,>URL</a>)"
7902,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...how cute and silly she is . this is something i get used to over time , and normally notice . but on addy , i find it is much easier... - TBS:0.943  (<a href=https://erowid.org/experiences/exp.php?ID=110266#:~:text=how%20cute%20and,is%20much%20easier>URL</a>)"
7966,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...was getting hard to swallow . i finished writing the letter to d , pages long . but since i thought that she was in the room with me and she... - TBS:0.884  (<a href=https://erowid.org/experiences/exp.php?ID=24036#:~:text=was%20getting%20hard,me%20and%20she>URL</a>)"
8051,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...close to , on the verge of i arrived in that class and wasted little time . i talked to her call her k and explained my intentions . needless to... - TBS:0.792  (<a href=https://erowid.org/experiences/exp.php?ID=66798#:~:text=close%20to,%20on,intentions.%20needless%20to>URL</a>)"
8155,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...and i had a really great conversation with her . my thoughts were coming very fast and i was still getting pleasurable shivers every once in a while . we all... - TBS:0.628  (<a href=https://erowid.org/experiences/exp.php?ID=52856#:~:text=and%20I%20had,while.%20we%20all>URL</a>)"
8175,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...to do besides write , draw , or watch shitty tv i had plenty of time to overanalyze a situation . is my girlfriend gone she must be cheating on me... - TBS:0.571  (<a href=https://erowid.org/experiences/exp.php?ID=61252#:~:text=to%20do%20besides,cheating%20on%20me>URL</a>)"
8178,24,024 - talk - talking - girlfriend,amphetamine,Stimulants,"...with the conversation was that i often had to keep myself from speaking at the rate that my thoughts were forming . my girlfriend would undoubtedly have guessed at least my... - TBS:0.454  (<a href=https://erowid.org/experiences/exp.php?ID=48787#:~:text=with%20the%20conversation,at%20least%20my>URL</a>)"
7728,24,024 - talk - talking - girlfriend,caffeine,Stimulants,"...screen and talk to us about them , i felt that she was going so slow . i also became more in tune with my work , answering questions teachers asked... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=544#:~:text=screen%20and%20talk,questions%20teachers%20asked>URL</a>)"
8132,24,024 - talk - talking - girlfriend,caffeine,Stimulants,"...i took cocaine or meth . she said i was talking a lot and very rapidly but it was very fluent . we went out to lunch and i had a... - TBS:0.679  (<a href=https://erowid.org/experiences/exp.php?ID=73796#:~:text=i%20took%20cocaine,I%20had%20a>URL</a>)"
7993,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...try some . i told her my story and that i done it for a long while , but she insisted we try it together . this is the time that... - TBS:0.857  (<a href=https://erowid.org/experiences/exp.php?ID=48478#:~:text=try%20some.%20I,the%20time%20that>URL</a>)"
8082,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...continually making runs to her room or her bathroom to do lines . half the time i would just sit there and do a line in front of her , i... - TBS:0.76  (<a href=https://erowid.org/experiences/exp.php?ID=66540#:~:text=continually%20making%20runs,of%20her,%20i>URL</a>)"
8135,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...case she had to talk to a paramedic or something , is all happening very fast . faster than i can possibly communicate to you . i am narrating what is... - TBS:0.677  (<a href=https://erowid.org/experiences/exp.php?ID=53648#:~:text=case%20she%20had,narrating%20what%20is>URL</a>)"
8182,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...a loving girlfriend who has a lot of experience with it and who took the time and patience to come down with me and guide me . the bottom line for... - TBS:0.419  (<a href=https://erowid.org/experiences/exp.php?ID=45391#:~:text=a%20loving%20girlfriend,bottom%20line%20for>URL</a>)"
8186,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...grab a kitchen knife and carefully on the floor i chop her into a fine long thick line . i pick a good song to put on and take the first... - TBS:0.315  (<a href=https://erowid.org/experiences/exp.php?ID=109168#:~:text=grab%20a%20kitchen,take%20the%20first>URL</a>)"
8188,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...maybe an hour it took her to remember her name . she fully recovered in time and i had to explain to her what happened as she had no memory of... - TBS:0.256  (<a href=https://erowid.org/experiences/exp.php?ID=67453#:~:text=maybe%20an%20hour,no%20memory%20of>URL</a>)"
7739,24,024 - talk - talking - girlfriend,crack,Stimulants,"...over that i already told you she very pretty of course she called me back quickly . she was so happy to be out , said she really needed a pipe... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=19904#:~:text=over%20that%20I,needed%20a%20pipe>URL</a>)"
7992,24,024 - talk - talking - girlfriend,crack,Stimulants,"...helping her , by letting her vent all those things bottled up inside for so long . but all that talk was never converted to action . only empty words .... - TBS:0.858  (<a href=https://erowid.org/experiences/exp.php?ID=19904#:~:text=helping%20her,%20by,only%20empty%20words.>URL</a>)"
7666,24,024 - talk - talking - girlfriend,mdpv,Stimulants,"..., i have to remind her to blink . sucked into call of duty , time does even seem to cross my mind while i play , extremely we both have... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=100218#:~:text=,%20I%20have,we%20both%20have>URL</a>)"
8179,24,024 - talk - talking - girlfriend,mdpv,Stimulants,...gf . we talk about a threesome but it never pans out . i spend time reading academic work by PERSON PERSON on the internet while they have hours worth of...- TBS:0.436  (NO URL)
8139,24,024 - talk - talking - girlfriend,methylphenidate,Stimulants,"...sounded normal , but everything she said seemed like a lie . everything was so slow , and i recognized that it was my fault . there was a wall preventing... - TBS:0.672  (<a href=https://erowid.org/experiences/exp.php?ID=61183#:~:text=sounded%20normal,%20but,a%20wall%20preventing>URL</a>)"
7893,24,024 - talk - talking - girlfriend,modafinil,Stimulants,"...but the provigil me simply held the phone between her shoulder and ear for a quick conversation , then hung up to keep on with the job . i am just... - TBS:0.952  (<a href=https://erowid.org/experiences/exp.php?ID=91805#:~:text=but%20the%20provigil,I%20am%20just>URL</a>)"
7501,24,024 - talk - talking - girlfriend,myristica spp.,Stimulants,"...she found out exactly what i had taken and when . my answers were very slow and . i had this huge smirk on my face the entire she took me... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=36311#:~:text=she%20found%20out,she%20took%20me>URL</a>)"
7511,24,024 - talk - talking - girlfriend,myristica spp.,Stimulants,"...to come i paniced and told her i would ring her later that night and quickly hung at dinner , people would ask me questions , i would think about what... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=39707#:~:text=to%20come%20I,think%20about%20what>URL</a>)"
7945,24,024 - talk - talking - girlfriend,myristica spp.,Stimulants,"...interaction with her is at first , a daunting but necessary prospect , but i quickly realise i have a hard to describe bond with her above and beyond what usually... - TBS:0.905  (<a href=https://erowid.org/experiences/exp.php?ID=21663#:~:text=interaction%20with%20her,beyond%20what%20usually>URL</a>)"
7953,24,024 - talk - talking - girlfriend,myristica spp.,Stimulants,"...to her how i felt and told her i thought that i was going to pass out . i was really getting scared . then i do nt remember what i... - TBS:0.902  (<a href=https://erowid.org/experiences/exp.php?ID=6003#:~:text=to%20her%20how,remember%20what%20i>URL</a>)"
8180,24,024 - talk - talking - girlfriend,myristica spp.,Stimulants,"...and look into the details of . it is fascinating i do want to waste time talking but then the insight is gone it was her first ever trip so she... - TBS:0.428  (<a href=https://erowid.org/experiences/exp.php?ID=112829#:~:text=and%20look%20into,trip%20so%20she>URL</a>)"
8183,24,024 - talk - talking - girlfriend,myristica spp.,Stimulants,"...weirder is how my gf and i had been zoning for what felt like an eternity and i talked to her and asked her what she was doing , and she... - TBS:0.395  (<a href=https://erowid.org/experiences/exp.php?ID=7923#:~:text=weirder%20is%20how,doing,%20and%20she>URL</a>)"
8187,24,024 - talk - talking - girlfriend,myristica spp.,Stimulants,"...expected of each other . just as the ended , i opened my eyes and quickly said , are you thinking and she woke up in a start . what freaked... - TBS:0.312  (<a href=https://erowid.org/experiences/exp.php?ID=1301#:~:text=expected%20of%20each,start.%20what%20freaked>URL</a>)"
7743,24,024 - talk - talking - girlfriend,propylhexedrine,Stimulants,"...i get off giving her a little too much information than is necessary and talking faster than i usually do . i ate a couple light snacks throughout . food abhorrent... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=114020#:~:text=i%20get%20off,throughout.%20food%20abhorrent>URL</a>)"
8163,24,024 - talk - talking - girlfriend,propylhexedrine,Stimulants,"...she freaked out obviously . so i got clean in the program for not that long . it was a really unfunded program with alot of people forced to be there... - TBS:0.605  (<a href=https://erowid.org/experiences/exp.php?ID=107811#:~:text=she%20freaked%20out,to%20be%20there>URL</a>)"
5623,25,025 - depression - depressed - happy,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,".... i had begun a summer semester of college , and i had entered a period of intense depression that i had never experienced . i continued trying to go to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=87035#:~:text=.%20I%20had,to%20go%20to>URL</a>)"
6812,25,025 - depression - depressed - happy,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...typical kids getting drunk and crazy type stuff . i was just emerging from a period of moderate level depression . i taking medication , and my therapist had told me... - TBS:0.778  (<a href=https://erowid.org/experiences/exp.php?ID=15164#:~:text=typical%20kids%20getting,had%20told%20me>URL</a>)"
7080,25,025 - depression - depressed - happy,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...moderate level depression . i taking medication , and my therapist had told me i longer needed to go to therapy now , i know if my brain chemistry or whatnot... - TBS:0.627  (<a href=https://erowid.org/experiences/exp.php?ID=15164#:~:text=moderate%20level%20depression.,chemistry%20or%20whatnot>URL</a>)"
7136,25,025 - depression - depressed - happy,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...depression , this was caused by several different factors . mainly that my dad had passed away , although i had not had any contact with him for a number of... - TBS:0.603  (<a href=https://erowid.org/experiences/exp.php?ID=106083#:~:text=depression,%20this%20was,a%20number%20of>URL</a>)"
7215,25,025 - depression - depressed - happy,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...and i writing my final thesis project . to top it off , i no longer feel so depressed about my future because i have had the energy and focus to... - TBS:0.544  (<a href=https://erowid.org/experiences/exp.php?ID=64114#:~:text=and%20I%20writing,and%20focus%20to>URL</a>)"
7286,25,025 - depression - depressed - happy,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...about a friend of mine g who suffered from acute depression , and had a long history of depression and suicide attempts in his family . he is extremely chemically dependant... - TBS:0.49  (<a href=https://erowid.org/experiences/exp.php?ID=12543#:~:text=about%20a%20friend,extremely%20chemically%20dependant>URL</a>)"
7330,25,025 - depression - depressed - happy,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...his depression , as he did the same for me in the future it was shortly after then , that i began to come down . i remember telling my friend... - TBS:0.445  (<a href=https://erowid.org/experiences/exp.php?ID=45939#:~:text=his%20depression,%20as,telling%20my%20friend>URL</a>)"
7407,25,025 - depression - depressed - happy,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...maybe my had something to do with it . i have just recently beaten a long time case of depresion and anxiety , and realized that i am the happiest person... - TBS:0.338  (<a href=https://erowid.org/experiences/exp.php?ID=4843#:~:text=maybe%20my%20had,the%20happiest%20person>URL</a>)"
7412,25,025 - depression - depressed - happy,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...however , i noticed that he gradually became more and more zany and incoherent over time . after he left school , he came back for a few visits during DATE... - TBS:0.329  (<a href=https://erowid.org/experiences/exp.php?ID=64114#:~:text=however,%20I%20noticed,visits%20during%20DATE>URL</a>)"
7428,25,025 - depression - depressed - happy,_ Cannabis spp. (Own graph & topics),Depressant / sedatives,"...worried he do something crazy . this behavior on his part only got worse with time and his decline became more and more of a sore spot for me because he... - TBS:0.294  (<a href=https://erowid.org/experiences/exp.php?ID=64114#:~:text=worried%20he%20do,me%20because%20he>URL</a>)"
7440,25,025 - depression - depressed - happy,alcohol,Depressant / sedatives,"...of the family . he and i have always been the absolute closest , but shortly after his marriage , he started retreating away from the family and began to act... - TBS:0.277  (<a href=https://erowid.org/experiences/exp.php?ID=20616#:~:text=of%20the%20family.,began%20to%20act>URL</a>)"
7463,25,025 - depression - depressed - happy,alcohol (hard),Depressant / sedatives,".... we got into a more topic , though , and i think my mood quickly swung to just as down as i had been high before , and having another... - TBS:0.233  (<a href=https://erowid.org/experiences/exp.php?ID=38935#:~:text=.%20we%20got,and%20having%20another>URL</a>)"
6369,25,025 - depression - depressed - happy,alprazolam,Depressant / sedatives,"...severely depressed for some in i became ill with chronic fatigue syndrome and could no longer work to support myself . had divorced in . i got a disability check but... - TBS:0.964  (<a href=https://erowid.org/experiences/exp.php?ID=93113#:~:text=severely%20depressed%20for,disability%20check%20but>URL</a>)"
7068,25,025 - depression - depressed - happy,buprenorphine,Depressant / sedatives,"depressed . stuff indeed did start to matter again , and i did much like fast forward to early high school and those younger teenage years i forgot about those pills"
7272,25,025 - depression - depressed - happy,buprenorphine,Depressant / sedatives,"...drugs and alcohol and i need to work on that too . i believe as long as i can be happy with the way my life is going , being bipolar... - TBS:0.504  (<a href=https://erowid.org/experiences/exp.php?ID=102577#:~:text=drugs%20and%20alcohol,going,%20being%20bipolar>URL</a>)"
7382,25,025 - depression - depressed - happy,clonazepam,Depressant / sedatives,"...thier ways from me . and the anger i expirience is uncontrollable . my mood rapidly changes from bad to worse then to fury and uncontrollable and the after effects of... - TBS:0.375  (<a href=https://erowid.org/experiences/exp.php?ID=55432#:~:text=thier%20ways%20from,after%20effects%20of>URL</a>)"
6288,25,025 - depression - depressed - happy,codeine,Depressant / sedatives,".... i was very , very extremely depressed about things at certain points especially the long , lonely , sleepless mornings and it was during one of those mornings DATE DATE... - TBS:0.992  (<a href=https://erowid.org/experiences/exp.php?ID=31507#:~:text=.%20I%20was,mornings%20DATE%20DATE>URL</a>)"
6916,25,025 - depression - depressed - happy,diphenhydramine,Depressant / sedatives,"...said previously , i always struggled with depression , but this was an especially intense time for me . i thought daily more like hourly about killing myself . and DATE... - TBS:0.733  (<a href=https://erowid.org/experiences/exp.php?ID=74486#:~:text=said%20previously,%20I,myself.%20and%20DATE>URL</a>)"
7366,25,025 - depression - depressed - happy,diphenhydramine,Depressant / sedatives,"...happy , and the effects escalated that . saturday night i got depressed for a short bit and downed more pills . , and there came that same feeling , but... - TBS:0.392  (<a href=https://erowid.org/experiences/exp.php?ID=37358#:~:text=happy,%20and%20the,same%20feeling,%20but>URL</a>)"
